城市,方式,楼盘名称,户型,城市地区,区内地段,面积,朝向,标签,价格,楼层类型,楼层数,封面图,品牌,详情链接
佛山,整租,金域蓝湾,2室1厅1卫,白云,金沙洲,89.52㎡,东南,近地铁 精装 随时看房,4200元/月,中楼层,25层,"https://image1.ljcdn.com/110000-inspection/pc1_zqWHCCTbP.jpg!m_fill,w_250,h_182,l_flianjia_black,o_auto",,https://fs.lianjia.com/zufang/GZ2115800800822296576.html
佛山,独栋,YOU+社区 创意产业园店 【押一付一】大单间 限量优惠！创意产业园旁，品质公寓，可养宠物,1室1厅1卫,,,43.00㎡,,独栋公寓 月租 拎包入住 精装 开放厨房 押一付一,1580元/月,,层,https://image1.ljcdn.com/wanjia/128b07a78a904244f8409d33dcb51582-1758739423522/3218e934585e7616ff8dd7075c9f52a1.jpg.250x182.jpg,,https://fs.lianjia.com/apartment/65693.html
佛山,整租,保利金沙大都汇,5室2厅2卫,白云,金沙洲,80.64㎡,东南,近地铁 精装 双卫生间 随时看房,5500元/月,中楼层,18层,"https://image1.ljcdn.com/110000-inspection/1492bc1170dd03e5231e428c49fad7eb-046.jpg!m_fill,w_250,h_182,l_flianjia_black,o_auto",链家,https://fs.lianjia.com/zufang/GZ2122996659506905088.html
佛山,合租,金域蓝湾 4居室 西卧,4室1厅2卫,白云,金沙洲,16.33㎡,西,公寓 拎包入住 精装 押一付一 随时看房,1638元/月,低楼层,12层,https://image1.ljcdn.com/rent-house-1/img/1ff58ee12e3732eec43fc5f28f449156-1759658546325/7e7fe75218f3366c7f1e8fba17582f73.jpg.250x182.jpg,自如,https://fs.lianjia.com/zufang/GZ2081711651408576512.html
佛山,整租,保利金沙大都汇,1室1厅1卫,白云,金沙洲,30.00㎡,西北,近地铁 精装,2800元/月,中楼层,28层,"https://image1.ljcdn.com/110000-inspection/8f047123-a047-4c03-b1e7-7febe96159c3.jpg!m_fill,w_250,h_182,l_flianjia_black,o_auto",,https://fs.lianjia.com/zufang/GZ2122768737495941120.html
佛山,独栋,盛邦青年社区 盛邦青年社区 电梯阳台单间A 开间,1室0厅1卫,,,25.00㎡,,独栋公寓 月租 精装 有阳台 押一付一,1200元/月,,层,https://image1.ljcdn.com/wanjia/fddc86ce28ad1622d4f524de747cca06-1768908457829/c2bbafd37700a065816e0406ad757de2.jpg.250x182.jpg,,https://fs.lianjia.com/apartment/70295.html
佛山,整租,保利金沙大都汇,1室1厅1卫,白云,金沙洲,30.00㎡,西北,近地铁 精装,2800元/月,中楼层,28层,"https://image1.ljcdn.com/110000-inspection/5f1e2a65-ae26-4212-b8c7-c1b2b1963b53.jpg!m_fill,w_250,h_182,l_flianjia_black,o_auto",,https://fs.lianjia.com/zufang/GZ2122768772635820032.html
佛山,独栋,盛邦青年社区 盛邦青年社区 阳台复式大单间 开间,1室0厅1卫,,,25.00㎡,,独栋公寓 月租 拎包入住 精装 有阳台 开放厨房 押一付一,1400元/月,,层,https://image1.ljcdn.com/wanjia/fddc86ce28ad1622d4f524de747cca06-1767177875422/e1e052052c19f032d73809401a4eea59.jpg.250x182.jpg,,https://fs.lianjia.com/apartment/70295.html
佛山,整租,保利汇海花园,1室0厅0卫,白云,金沙洲,12.00㎡,南,近地铁 精装,800元/月,,层,"https://image1.ljcdn.com/110000-inspection/pc1_wNFJqFiEu.jpg!m_fill,w_250,h_182,l_flianjia_black,o_auto",链家,https://fs.lianjia.com/zufang/GZ1989618209891811328.html
佛山,合租,金域蓝湾 5居室 东卧,5室1厅2卫,白云,金沙洲,7.24㎡,东,公寓 月租 拎包入住 精装 押一付一 随时看房,976元/月,高楼层,25层,https://image1.ljcdn.com/rent-house-1/img/1ff58ee12e3732eec43fc5f28f449156-1768825532693/29a25bbda26dcb1490ad30a97fc9dae2.jpg.250x182.jpg,自如,https://fs.lianjia.com/zufang/GZ2106888543929368576.html
佛山,整租,保利汇海花园,1室0厅0卫,白云,金沙洲,13.00㎡,东,近地铁,600元/月,,层,"https://image1.ljcdn.com/110000-inspection/186239e8-31a4-4ce7-a718-83307ece21e5.jpg!m_fill,w_250,h_182,l_flianjia_black,o_auto",链家,https://fs.lianjia.com/zufang/GZ1990042074065403904.html
佛山,独栋,中海友里公寓 佛山北滘店 可短租 押一付一 0中介费美的白领大阳台0遮挡采光通风佳 开间,1室0厅1卫,,,30.00㎡,,独栋公寓 月租 拎包入住 近地铁 精装 有阳台 开放厨房,1270-1290元/月,,层,https://image1.ljcdn.com/rent-user-avatar/34b92451-480b-440f-b926-9a2fd5b34737.250x182.jpg,,https://fs.lianjia.com/apartment/44710.html
佛山,整租,金域蓝湾,1室0厅0卫,白云,金沙洲,12.00㎡,东,近地铁,750元/月,,层,"https://image1.ljcdn.com/110000-inspection/pc1_n0ZagXRED.jpg!m_fill,w_250,h_182,l_flianjia_black,o_auto",链家,https://fs.lianjia.com/zufang/GZ2008144751936667648.html
佛山,独栋,中海友里公寓 佛山北滘店 北滘租房天花板 0中介费大阳台家电齐全 免费健身房 开间,1室0厅1卫,,,35.00㎡,,独栋公寓 月租 近地铁 精装 有阳台 开放厨房,1410-1550元/月,,层,https://image1.ljcdn.com/rent-user-avatar/58ba06cb-7122-497c-a405-92aaa0a19e5a.250x182.jpg,,https://fs.lianjia.com/apartment/44710.html
佛山,整租,金域蓝湾,5室2厅3卫,白云,金沙洲,186.38㎡,东南,近地铁 精装,15000元/月,中楼层,25层,"https://image1.ljcdn.com/110000-inspection/pc1_I73rxODNH_1.jpg!m_fill,w_250,h_182,l_flianjia_black,o_auto",链家,https://fs.lianjia.com/zufang/GZ2001263339769954304.html
佛山,独栋,建方寓 金融中心店 温馨大单间 押一付一 可短租 拎包入住 免中介费 开间,1室0厅1卫,,,31.00㎡,,独栋公寓 精装 开放厨房,980元/月,,层,https://image1.ljcdn.com/wanjia/08c7f055d7aa9c6136bcce8221c6f5f7-1749441143051/f893b6c5348dd691f59c89653cf3597f.jpg.250x182.jpg,,https://fs.lianjia.com/apartment/62830.html
佛山,整租,金满花园,1室1厅1卫,白云,金沙洲,40.00㎡,南,近地铁 精装,1500元/月,低楼层,2层,"https://image1.ljcdn.com/110000-inspection/pc1_ReZVlsvuk.jpg!m_fill,w_250,h_182,l_flianjia_black,o_auto",,https://fs.lianjia.com/zufang/GZ2001258520342691840.html
佛山,独栋,碧家国际社区 桃村旗舰店 特价房！仅剩一套 品牌公寓直租 精装修电梯房 民水民电（不短租） 开间,1室0厅1卫,,,24.00㎡,,独栋公寓 精装 有阳台 开放厨房,750元/月,,层,https://image1.ljcdn.com/wanjia/a8cb798ff71eb24ac6932b50f561d907-1761037324696/d52439e0b0b2baa0555a31a8c5d5dbd9.jpg.250x182.jpg,,https://fs.lianjia.com/apartment/97876.html
佛山,整租,金域蓝湾,1室0厅0卫,白云,金沙洲,11.90㎡,东南,近地铁 精装,650元/月,,层,"https://image1.ljcdn.com/110000-inspection/pc1_21GX4qmju.jpg!m_fill,w_250,h_182,l_flianjia_black,o_auto",,https://fs.lianjia.com/zufang/GZ2003704603329167360.html
佛山,独栋,泊寓 桂城中心店 【免租三个月，返工专属房源】金铂中心旁 朝南格局+通风采光双在线+民水民电+月付可短租+无中介费 开间,1室0厅1卫,,,31.00㎡,,独栋公寓 月租 精装 开放厨房,799-950元/月,,层,https://image1.ljcdn.com/wanjia/f91dfd366f96ecd76b2f578fa2375e69-1761629382398/7b76478b6dbfed85555922d0d006293c.jpg.250x182.jpg,,https://fs.lianjia.com/apartment/64424.html
佛山,整租,保利西海岸瀚海花园,1室0厅0卫,白云,金沙洲,12.00㎡,西,近地铁,750元/月,,层,"https://image1.ljcdn.com/110000-inspection/pc1_tCcVhq39t.jpg!m_fill,w_250,h_182,l_flianjia_black,o_auto",链家,https://fs.lianjia.com/zufang/GZ1963565357788561408.html
佛山,独栋,泊寓 魁奇路地铁站店 【限时免租一个月】 免管理费  送搬家 电梯大阳台房 采光好 开间,1室0厅1卫,,,45.00㎡,,独栋公寓 拎包入住 近地铁 精装 有阳台 开放厨房 押一付一,1188元/月,,层,https://image1.ljcdn.com/wanjia/f91dfd366f96ecd76b2f578fa2375e69-1762569991143/78fc1d4aebd5cd2f4a5529a5aa9c23a3.jpg.250x182.jpg,,https://fs.lianjia.com/apartment/63386.html
佛山,整租,保利汇海花园,1室0厅0卫,白云,金沙洲,12.99㎡,东,近地铁,800元/月,,层,"https://image1.ljcdn.com/110000-inspection/2a6186ed-3c1a-40ad-99f4-f1f6efcd76f1.jpg!m_fill,w_250,h_182,l_flianjia_black,o_auto",链家,https://fs.lianjia.com/zufang/GZ1964196146825920512.html
佛山,整租,横沙村,2室1厅1卫,白云,金沙洲,75.00㎡,东南,近地铁 随时看房,2200元/月,中楼层,6层,"https://image1.ljcdn.com/110000-inspection/pc1_JMqgD6M7T.jpg!m_fill,w_250,h_182,l_flianjia_black,o_auto",,https://fs.lianjia.com/zufang/GZ2065392334723350528.html
佛山,整租,保利西子湾,3室2厅1卫,白云,金沙洲,98.00㎡,西,近地铁 精装,4000元/月,中楼层,18层,"https://image1.ljcdn.com/110000-inspection/pc1_NGmjk6iJn.jpg!m_fill,w_250,h_182,l_flianjia_black,o_auto",,https://fs.lianjia.com/zufang/GZ2059851354309918720.html
佛山,独栋,腾飞公寓 金色领域店 【免租300】交通便利 24小时管家服务 民水民电 可免押金 有阳台 带厨房双地铁站 开间,1室0厅1卫,,,43.00㎡,,独栋公寓 月租 拎包入住 近地铁 精装 有阳台 开放厨房,1250-1450元/月,,层,https://image1.ljcdn.com/wanjia/8c89202282ddb589440a425703a19180-1738836933212/bed153195997a3d87679fa9ead354de5.jpg.250x182.jpg,,https://fs.lianjia.com/apartment/86758.html
佛山,整租,源林花園,3室1厅1卫,白云,金沙洲,85.00㎡,东南,近地铁 随时看房,1500元/月,高楼层,9层,"https://image1.ljcdn.com/110000-inspection/pc1_cuIJ8dshy.jpg!m_fill,w_250,h_182,l_flianjia_black,o_auto",,https://fs.lianjia.com/zufang/GZ2063844738569601024.html
佛山,整租,御金沙,3室2厅1卫,白云,金沙洲,97.00㎡,东南,近地铁 精装,3800元/月,中楼层,16层,"https://image1.ljcdn.com/110000-inspection/pc1_jjwayzsBD.jpg!m_fill,w_250,h_182,l_flianjia_black,o_auto",,https://fs.lianjia.com/zufang/GZ2062497355839569920.html
佛山,整租,保利西子湾,1室0厅0卫,白云,金沙洲,12.00㎡,西,近地铁 精装,680元/月,,层,"https://image1.ljcdn.com/110000-inspection/cb903b1f-3196-4d35-bb70-b727c0519453.jpg!m_fill,w_250,h_182,l_flianjia_black,o_auto",,https://fs.lianjia.com/zufang/GZ2062892038273105920.html
佛山,独栋,朵米公寓 南纺大厦店 可长短租，可养宠物，温馨浪漫带阳台,1室1厅1卫,,,33.00㎡,,独栋公寓 月租 精装 有阳台 开放厨房,1280-1660元/月,,层,https://image1.ljcdn.com/wanjia/36f5914713d39d382e7183c182b757c9-1769436402019/66eb54945e80879dc120a12b3679b18b.jpg.250x182.jpg,,https://fs.lianjia.com/apartment/102992.html
佛山,整租,城西花园,3室1厅1卫,白云,金沙洲,93.00㎡,西,近地铁,3300元/月,中楼层,7层,"https://image1.ljcdn.com/110000-inspection/pc1_lxW70cRC0.jpg!m_fill,w_250,h_182,l_flianjia_black,o_auto",,https://fs.lianjia.com/zufang/GZ2061015622690537472.html
佛山,独栋,粤来租 智慧新城店 （不短租）智慧新城!免费健身房!仙女风全新公寓可养宠物配套齐全,1室1厅1卫,,,35.00㎡,,独栋公寓 月租 拎包入住 精装 开放厨房,1350元/月,,层,https://image1.ljcdn.com/wanjia/c3ad916c45bba4e93b78aa6415ae3ce9-1757303974527/a1b6bd704e3abf5526d5155efb3c3b39.jpg.250x182.jpg,,https://fs.lianjia.com/apartment/86752.html
佛山,整租,横沙复建房住宅区,4室1厅1卫,白云,金沙洲,87.00㎡,东南,近地铁 随时看房,2500元/月,中楼层,9层,"https://image1.ljcdn.com/110000-inspection/pc1_S7B0q6GGL.jpg!m_fill,w_250,h_182,l_flianjia_black,o_auto",,https://fs.lianjia.com/zufang/GZ2062088008475082752.html
佛山,独栋,建方寓 桂城店 押一付一短租1个月免租7天带阳台南向大单间，建方寓家私家电齐全，可开发票办居住证，免费健身房 开间,1室0厅1卫,,,35.00㎡,,独栋公寓 月租 精装 有阳台 开放厨房 押一付一,920-1150元/月,,层,https://image1.ljcdn.com/rent-user-avatar/4c9a33b3-a60f-40c9-9d74-4891110d3ba1.250x182.jpg,,https://fs.lianjia.com/apartment/52407.html
佛山,整租,中海金沙馨园一期,3室1厅2卫,白云,金沙洲,98.00㎡,东北,双卫生间 随时看房,3500元/月,低楼层,11层,"https://image1.ljcdn.com/110000-inspection/pc1_CbXH9mUGi_1.jpg!m_fill,w_250,h_182,l_flianjia_black,o_auto",链家,https://fs.lianjia.com/zufang/GZ2062140293259460608.html
佛山,独栋,金鑫公寓 金色领域店 免押金 租房省心  近千灯湖 广佛线礌岗地铁站 采光好带阳台,1室1厅1卫,,,33.00㎡,,独栋公寓 拎包入住 近地铁 精装 有阳台 开放厨房,1100-1250元/月,,层,https://image1.ljcdn.com/wanjia/41792295541aa245c2cc903f73d55762-1750399654098/c1eb41b5b85e297a33cad2c10d32ce10.jpg.250x182.jpg,,https://fs.lianjia.com/apartment/78603.html
佛山,整租,中海金沙馨园二期西区,1室0厅0卫,白云,金沙洲,12.50㎡,西,近地铁,650元/月,,层,"https://image1.ljcdn.com/110000-inspection/pc1_Nh16Kv978.jpg!m_fill,w_250,h_182,l_flianjia_black,o_auto",链家,https://fs.lianjia.com/zufang/GZ2057675524808900608.html
佛山,独栋,之垚公寓 万科里A32店 万科里A32 整个小区设计最好房子,1室1厅1卫,,,34.00㎡,,独栋公寓 拎包入住 近地铁 精装 有阳台 开放厨房,2000元/月,,层,https://image1.ljcdn.com/wanjia/7c99172647f0a14c46bc79e7d1907a11-1681734352286/0dc498461a28e5d8e29bc5edb101f863.jpg.250x182.jpg,,https://fs.lianjia.com/apartment/53593.html
佛山,整租,保利金沙大都汇,1室1厅1卫,白云,金沙洲,30.00㎡,西北,近地铁 精装,2800元/月,中楼层,28层,"https://image1.ljcdn.com/110000-inspection/pc1_iAQt7Z98z.jpg!m_fill,w_250,h_182,l_flianjia_black,o_auto",,https://fs.lianjia.com/zufang/GZ2122894202198032384.html
佛山,独栋,朵米公寓 南纺大厦店 千灯湖地铁站上盖，房东直租，可短租,1室1厅1卫,,,25.00㎡,,独栋公寓 月租 拎包入住 精装 有阳台 开放厨房,1400-1660元/月,,层,https://image1.ljcdn.com/wanjia/36f5914713d39d382e7183c182b757c9-1767942165725/2fdd000badb932c6f75dafcdfab7ae75.jpg.250x182.jpg,,https://fs.lianjia.com/apartment/102992.html
佛山,整租,保利金沙大都汇,1室1厅1卫,白云,金沙洲,30.00㎡,西北,近地铁 精装,2800元/月,中楼层,28层,"https://image1.ljcdn.com/110000-inspection/pc1_pDfAeZ8wK.jpg!m_fill,w_250,h_182,l_flianjia_black,o_auto",,https://fs.lianjia.com/zufang/GZ2122898232806735872.html
佛山,独栋,泊寓 北滘新城店 到店立减600元 北滘租房 近地铁 电费0.64元 包宽带 可做饭 开间,1室0厅1卫,,,28.00㎡,,独栋公寓 近地铁 精装 开放厨房,799元/月,,层,https://image1.ljcdn.com/wanjia/b12f3d0653db0be9753ce4f5489c0207-1769770948866/a81ecf0ce355407e359208bbcc8e1e4c.jpg.250x182.jpg,,https://fs.lianjia.com/apartment/70699.html
佛山,整租,保利金沙大都汇,1室1厅1卫,白云,金沙洲,30.00㎡,西北,近地铁 精装,2800元/月,中楼层,28层,"https://image1.ljcdn.com/110000-inspection/pc1_OHT8Z935z.jpg!m_fill,w_250,h_182,l_flianjia_black,o_auto",,https://fs.lianjia.com/zufang/GZ2122893116183674880.html
佛山,独栋,碧家国际社区 桃村店 【十二月 新出特价房 采光好 朝向好】无中介费民用水电 格局方正 家电齐全 开间,1室0厅1卫,,,24.00㎡,,独栋公寓 月租 精装 有阳台 开放厨房,780-830元/月,,层,https://image1.ljcdn.com/wanjia/a8cb798ff71eb24ac6932b50f561d907-1750423040940/53f6be50ac5318a63c0fcf12feca1e2a.jpg.250x182.jpg,,https://fs.lianjia.com/apartment/90241.html
佛山,整租,恒大绿洲花园,3室2厅2卫,白云,金沙洲,195.00㎡,南,近地铁 双卫生间,10000元/月,中楼层,31层,"https://image1.ljcdn.com/110000-inspection/pc1_CnVl4JVx7.jpg!m_fill,w_250,h_182,l_flianjia_black,o_auto",链家,https://fs.lianjia.com/zufang/GZ2122926093143900160.html
佛山,独栋,云栖公寓 鸿悦时代店 大沥太平网红街，loft一房一厅，家私家电齐全，拎包入住,1室1厅1卫,,,40.00㎡,,独栋公寓 拎包入住 精装 有阳台 开放厨房,1200-1250元/月,,层,https://image1.ljcdn.com/wanjia/8095832693a33227e6c2efd150135cf1-1766024798448/50eec4d74110d5bf3b2772c4f542603d.jpg.250x182.jpg,,https://fs.lianjia.com/apartment/86368.html
佛山,整租,保利金沙大都汇,1室1厅1卫,白云,金沙洲,42.00㎡,东南,近地铁 精装,4000元/月,中楼层,28层,"https://image1.ljcdn.com/110000-inspection/pc1_JqeaSBgfM.jpg!m_fill,w_250,h_182,l_flianjia_black,o_auto",,https://fs.lianjia.com/zufang/GZ2122768292375429120.html
佛山,独栋,之垚公寓 京华广场店 金融高新区地铁口 京华广场平层单间 单边位南北通透,1室1厅1卫,,,64.00㎡,,新上 独栋公寓 月租 拎包入住 近地铁 精装 开放厨房,2000元/月,,层,https://image1.ljcdn.com/wanjia/7c99172647f0a14c46bc79e7d1907a11-1761473141642/69dc846ef738df16d11245c6877672e7.jpg.250x182.jpg,,https://fs.lianjia.com/apartment/72515.html
佛山,整租,保利金沙大都汇,1室1厅1卫,白云,金沙洲,42.00㎡,东南,近地铁 精装,3600元/月,中楼层,28层,"https://image1.ljcdn.com/110000-inspection/pc1_yX2F4bPAm.jpg!m_fill,w_250,h_182,l_flianjia_black,o_auto",,https://fs.lianjia.com/zufang/GZ2122767808747012096.html
佛山,独栋,建方寓 岭南明珠店 季华六路地铁口 家私家电齐 可短租 0中介费 开间,1室0厅1卫,,,34.00㎡,,独栋公寓 月租 近地铁 精装 开放厨房 押一付一,1000-1100元/月,,层,https://image1.ljcdn.com/wanjia/08c7f055d7aa9c6136bcce8221c6f5f7-1713446212775/751ad9189f82ead1570af389bfde434f.jpg.250x182.jpg,,https://fs.lianjia.com/apartment/62827.html
佛山,整租,保利金沙大都汇,1室1厅1卫,白云,金沙洲,42.00㎡,东南,近地铁 精装,4000元/月,中楼层,28层,"https://image1.ljcdn.com/110000-inspection/pc1_DgGN1epp6.jpg!m_fill,w_250,h_182,l_flianjia_black,o_auto",,https://fs.lianjia.com/zufang/GZ2122768198448185344.html
佛山,独栋,房超公寓 万科金域名都店 复式豪华一房,1室1厅1卫,,,34.00㎡,,新上 独栋公寓 精装 有阳台 开放厨房,1400元/月,,层,https://image1.ljcdn.com/wanjia/db81b9b5a9c3bb4c70623956b6aac76a-1769406493230/85ee544fbb61c245877679b9ad1a107e.jpg.250x182.jpg,,https://fs.lianjia.com/apartment/30569.html
佛山,整租,保利金沙大都汇,1室1厅1卫,白云,金沙洲,30.00㎡,西北,近地铁 精装,2800元/月,中楼层,28层,"https://image1.ljcdn.com/110000-inspection/4bb47a4e-bb39-49ec-bdf0-66966fbf1ae3.jpg!m_fill,w_250,h_182,l_flianjia_black,o_auto",,https://fs.lianjia.com/zufang/GZ2122768757276278784.html
佛山,整租,保利金沙大都汇,1室1厅1卫,白云,金沙洲,30.00㎡,西北,近地铁 精装,2800元/月,中楼层,28层,"https://image1.ljcdn.com/110000-inspection/c60e32d3-0897-469a-b951-32d77052bfe4.jpg!m_fill,w_250,h_182,l_flianjia_black,o_auto",,https://fs.lianjia.com/zufang/GZ2122768793183715328.html
佛山,整租,保利金沙大都汇,1室1厅1卫,白云,金沙洲,30.00㎡,西北,近地铁 精装,2800元/月,中楼层,28层,"https://image1.ljcdn.com/110000-inspection/42518a59-a967-40db-8f7d-0326dc8fcf4b.jpg!m_fill,w_250,h_182,l_flianjia_black,o_auto",,https://fs.lianjia.com/zufang/GZ2122768803283599360.html
佛山,独栋,欧式奢寓 星晖广场店 张槎星晖广场，民用水电，家私齐全免租半个月,1室1厅1卫,,,42.00㎡,,独栋公寓 月租 拎包入住 精装 开放厨房 押一付一,1450元/月,,层,https://image1.ljcdn.com/wanjia/4722d6918b9fcce02a023f84e9f0a8c9-1760532169366/ca05834d1bb5222df70cc24f4777b432.jpg.250x182.jpg,,https://fs.lianjia.com/apartment/89471.html
佛山,整租,保利金沙大都汇,1室1厅1卫,白云,金沙洲,42.00㎡,东南,近地铁 精装,4000元/月,中楼层,28层,"https://image1.ljcdn.com/110000-inspection/pc1_t2djMRpbN.jpg!m_fill,w_250,h_182,l_flianjia_black,o_auto",,https://fs.lianjia.com/zufang/GZ2122768331868995584.html
佛山,整租,保利金沙大都汇,1室1厅1卫,白云,金沙洲,52.33㎡,东南,近地铁 精装,4000元/月,中楼层,28层,"https://image1.ljcdn.com/110000-inspection/174de842-9d39-4369-91de-9990a9bbde4c.jpg!m_fill,w_250,h_182,l_flianjia_black,o_auto",,https://fs.lianjia.com/zufang/GZ2122767413979119616.html
佛山,整租,保利金沙大都汇,1室1厅1卫,白云,金沙洲,42.00㎡,东南,近地铁 精装,4000元/月,中楼层,28层,"https://image1.ljcdn.com/110000-inspection/503ce5f0-b9f0-47c0-9231-fc246ba0484a.jpg!m_fill,w_250,h_182,l_flianjia_black,o_auto",,https://fs.lianjia.com/zufang/GZ2122763803207663616.html
